Test,Tx Power,Distance,Scenarios,RSSI (dbm),Throughput (KB/S),Throughput (Kbps),Current (A),Power (W)
2700,P3,60,Lobby,-90,0.83,6.66,0.120,0.40033
2701,N3,0,Wall,-44,12.85,102.82,0.112,0.35756
2702,N3,40,Lobby,-81,0.74,5.93,0.114,0.36321
2703,N12,15,Lobby,-70,7.07,56.55,0.106,0.34983
2704,N0,10,Lobby,-68,6.18,49.43,0.112,0.35770
2705,N9,5,Lobby,-48,9.91,79.31,0.103,0.33733
2706,P3,0,Workshop,-47,11.51,92.11,0.118,0.41200
2707,N0,45,Workshop,-92,0.70,5.60,0.110,0.36865
2708,N12,50,Workshop,-96,2.03,16.20,0.102,0.34113
2709,N3,10,Wall,-100,2.12,16.99,0.117,0.36294
2710,N0,40,Wall,-100,1.56,12.50,0.110,0.37534
2711,N6,45,Crowded,-100,1.54,12.28,0.106,0.33927
2712,P3,55,Lobby,-76,2.12,16.98,0.118,0.39464
2713,N9,35,Lobby,-89,2.33,18.62,0.097,0.34064
2714,N12,25,Wall,-100,0.70,5.60,0.108,0.34071
2715,N9,5,Workshop,-82,0.99,7.92,0.101,0.32621
2716,P6,50,Wall,-100,2.19,17.54,0.125,0.39992
2717,N3,5,Lobby,-66,7.62,61.00,0.114,0.36253
2718,N12,15,Lobby,-74,4.82,38.55,0.106,0.34143
2719,N12,40,Lobby,-86,0.76,6.09,0.106,0.35060
2720,N12,0,Wall,-71,5.58,44.63,0.107,0.34416
2721,P6,30,Lobby,-63,9.51,76.09,0.124,0.40835
2722,N0,15,Wall,-98,2.42,19.35,0.110,0.37823
2723,P3,35,Wall,-86,1.31,10.50,0.125,0.40131
2724,N6,10,Crowded,-82,1.41,11.29,0.107,0.36177
2725,N3,40,Wall,-100,0.70,5.61,0.106,0.37090
2726,P3,0,Wall,-46,10.20,81.58,0.125,0.38841
2727,P6,15,Lobby,-72,6.19,49.54,0.129,0.40812
2728,P3,35,Workshop,-63,6.17,49.34,0.119,0.39890
2729,N3,60,Workshop,-85,1.49,11.91,0.109,0.36394
2730,P6,25,Lobby,-82,2.66,21.25,0.122,0.42115
2731,N3,20,Crowded,-86,1.02,8.14,0.110,0.36501
2732,N6,30,Lobby,-89,0.70,5.60,0.110,0.34730
2733,N9,25,Crowded,-95,2.31,18.51,0.097,0.34297
2734,N12,10,Wall,-100,1.87,14.98,0.106,0.34824
2735,N9,40,Workshop,-90,0.85,6.82,0.101,0.33661
2736,N0,30,Workshop,-72,7.07,56.59,0.112,0.37847
2737,N9,35,Lobby,-100,1.00,7.97,0.102,0.33591
2738,N9,25,Workshop,-95,1.13,9.07,0.101,0.32948
2739,N3,0,Workshop,-35,12.81,102.49,0.117,0.36128
2740,N12,60,Workshop,-97,1.04,8.36,0.104,0.36073
2741,N12,35,Workshop,-85,1.31,10.51,0.101,0.34936
2742,N12,10,Workshop,-74,4.74,37.88,0.103,0.34556
2743,P6,15,Lobby,-41,10.28,82.26,0.126,0.41162
2744,N6,10,Lobby,-74,8.03,64.21,0.105,0.35621
2745,N6,0,Lobby,-34,11.99,95.92,0.106,0.34476
2746,N0,25,Workshop,-91,1.40,11.19,0.110,0.36253
2747,N6,50,Workshop,-96,1.41,11.29,0.102,0.35112
2748,N12,45,Lobby,-100,3.03,24.22,0.103,0.34460
2749,N6,30,Workshop,-68,7.84,62.73,0.105,0.35927
2750,N12,5,Wall,-89,0.70,5.60,0.108,0.34707
2751,N9,40,Lobby,-84,0.70,5.60,0.099,0.34005
2752,N3,60,Workshop,-94,0.99,7.92,0.105,0.37018
2753,P6,0,Crowded,-38,13.31,106.50,0.123,0.41316
2754,N0,50,Workshop,-81,3.25,25.97,0.117,0.38820
2755,N9,10,Lobby,-74,7.78,62.26,0.101,0.34053
2756,N9,15,Lobby,-79,1.45,11.56,0.104,0.33474
2757,P3,40,Lobby,-74,2.69,21.48,0.121,0.39297
2758,N6,5,Lobby,-59,9.80,78.43,0.107,0.35806
2759,N9,15,Lobby,-100,0.70,5.60,0.103,0.33641
2760,N9,0,Crowded,-50,8.74,69.92,0.103,0.32070
2761,N6,25,Lobby,-66,5.01,40.08,0.106,0.35864
2762,N6,10,Wall,-87,0.70,5.60,0.108,0.35547
2763,N12,25,Lobby,-100,0.70,5.60,0.103,0.34776
2764,P6,25,Wall,-100,1.00,8.02,0.125,0.41196
2765,N9,15,Wall,-100,0.70,5.60,0.099,0.34083
2766,N0,15,Wall,-88,2.09,16.68,0.115,0.37563
2767,N3,30,Wall,-100,1.38,11.07,0.113,0.37331
2768,N0,30,Wall,-100,1.52,12.13,0.113,0.37043
2769,P6,50,Workshop,-78,3.09,24.72,0.127,0.40642
2770,N12,50,Workshop,-100,0.71,5.71,0.106,0.33304
2771,N6,25,Crowded,-86,1.19,9.50,0.105,0.34145
2772,P3,35,Workshop,-60,8.10,64.83,0.123,0.39038
2773,N12,0,Wall,-73,8.48,67.82,0.102,0.36163
2774,N12,15,Workshop,-72,12.80,102.36,0.101,0.32647
2775,N0,20,Lobby,-82,3.24,25.94,0.114,0.36600
2776,N12,35,Lobby,-98,2.39,19.14,0.109,0.35043
2777,N6,55,Wall,-100,0.82,6.56,0.106,0.35314
2778,N12,5,Wall,-90,1.19,9.51,0.104,0.34266
2779,N0,30,Lobby,-73,5.96,47.64,0.111,0.38480
2780,N3,30,Lobby,-85,3.20,25.57,0.112,0.37982
2781,P6,15,Lobby,-81,0.86,6.88,0.123,0.41083
2782,N9,55,Lobby,-92,0.70,5.60,0.104,0.32870
2783,N6,0,Lobby,-54,9.26,74.11,0.102,0.35499
2784,P3,15,Wall,-81,0.91,7.31,0.118,0.38436
2785,N3,35,Wall,-100,1.36,10.89,0.107,0.36211
2786,N0,35,Lobby,-85,0.70,5.60,0.111,0.38126
2787,P6,55,Lobby,-74,8.55,68.41,0.122,0.40017
2788,N6,20,Lobby,-63,6.61,52.85,0.106,0.35117
2789,N0,10,Lobby,-74,4.31,34.48,0.111,0.38304
2790,N6,35,Lobby,-86,0.70,5.60,0.104,0.35448
2791,N0,35,Workshop,-84,4.61,36.87,0.109,0.37227
2792,N3,55,Workshop,-80,3.20,25.58,0.109,0.36559
2793,N9,60,Crowded,-100,1.19,9.51,0.103,0.32365
2794,N9,10,Crowded,-66,4.66,37.30,0.100,0.33018
2795,N6,50,Lobby,-100,1.80,14.42,0.108,0.33985
2796,P6,20,Workshop,-59,7.02,56.15,0.124,0.40097
2797,N9,40,Crowded,-100,2.03,16.21,0.104,0.32904
2798,N6,35,Wall,-100,1.57,12.57,0.102,0.34621
2799,N12,5,Workshop,-73,2.17,17.34,0.105,0.34437
2800,N12,0,Workshop,-61,5.65,45.18,0.107,0.34343
2801,N6,25,Workshop,-71,3.72,29.76,0.107,0.34661
2802,N9,30,Crowded,-100,0.70,5.60,0.106,0.33238
2803,N6,25,Lobby,-94,1.81,14.47,0.109,0.33884
2804,N3,0,Wall,-62,8.97,71.76,0.115,0.37231
2805,N6,35,Wall,-100,2.19,17.52,0.104,0.33956
2806,N0,40,Lobby,-86,1.00,8.03,0.114,0.36910
2807,N6,45,Workshop,-77,6.03,48.24,0.104,0.35173
2808,N3,30,Lobby,-79,0.70,5.60,0.110,0.37360
2809,N6,20,Workshop,-89,0.70,5.60,0.105,0.34758
2810,N3,35,Wall,-96,1.13,9.05,0.110,0.34960
2811,N3,0,Lobby,-62,11.83,94.60,0.108,0.37842
2812,N6,45,Workshop,-90,2.03,16.25,0.105,0.34391
2813,N12,25,Wall,-100,1.00,8.02,0.104,0.33753
2814,N3,15,Crowded,-70,7.65,61.23,0.113,0.36420
2815,P6,30,Wall,-90,2.06,16.46,0.122,0.40329
2816,P3,5,Lobby,-49,8.93,71.46,0.120,0.40059
2817,N6,40,Lobby,-83,1.95,15.56,0.105,0.34024
2818,N9,15,Workshop,-78,3.34,26.76,0.097,0.33634
2819,N12,15,Lobby,-84,3.27,26.19,0.099,0.33303
2820,N0,20,Workshop,-70,4.48,35.83,0.107,0.36913
2821,P3,15,Lobby,-66,6.92,55.38,0.116,0.39057
2822,N9,35,Lobby,-83,4.26,34.07,0.096,0.34161
2823,P3,40,Lobby,-78,2.85,22.83,0.121,0.38665
2824,P3,10,Workshop,-49,11.74,93.90,0.118,0.39346
2825,N3,5,Lobby,-63,7.29,58.30,0.107,0.35636
2826,N0,20,Workshop,-83,1.21,9.70,0.113,0.38234
2827,N3,5,Lobby,-56,6.73,53.82,0.116,0.36791
2828,N6,60,Wall,-100,1.82,14.60,0.111,0.35711
2829,P3,35,Lobby,-81,2.51,20.09,0.124,0.39886
2830,N9,20,Crowded,-100,0.70,5.60,0.101,0.34453
2831,N0,30,Crowded,-69,6.79,54.34,0.112,0.36877
2832,N12,5,Lobby,-69,7.02,56.18,0.105,0.33785
2833,N12,30,Crowded,-82,3.29,26.29,0.103,0.34277
2834,N0,60,Crowded,-100,0.70,5.60,0.113,0.37783
2835,P6,25,Workshop,-61,8.03,64.21,0.128,0.41343
2836,N3,40,Crowded,-96,2.34,18.73,0.108,0.36458
2837,N12,35,Lobby,-98,2.78,22.24,0.104,0.33726
2838,P3,40,Wall,-100,0.70,5.60,0.117,0.40121
2839,N6,35,Wall,-100,2.56,20.46,0.108,0.34323
2840,P6,10,Crowded,-48,9.90,79.23,0.122,0.41226
2841,N0,10,Wall,-74,7.70,61.57,0.116,0.36295
2842,N9,10,Workshop,-79,0.70,5.60,0.099,0.33096
2843,N12,30,Crowded,-86,1.56,12.48,0.106,0.34695
2844,N12,35,Wall,-100,0.70,5.60,0.108,0.32169
2845,N12,30,Workshop,-95,1.07,8.53,0.108,0.35327
2846,N9,10,Crowded,-81,1.88,15.03,0.101,0.33305
2847,P6,55,Workshop,-89,0.70,5.60,0.122,0.39741
2848,P3,50,Workshop,-93,0.89,7.09,0.118,0.39032
2849,N9,40,Crowded,-100,1.08,8.67,0.100,0.34096
2850,N12,60,Workshop,-100,1.19,9.55,0.104,0.34794
2851,N9,25,Wall,-92,1.51,12.11,0.102,0.33004
2852,N6,35,Wall,-90,0.89,7.08,0.105,0.35739
2853,N9,25,Workshop,-100,1.58,12.65,0.100,0.35511
2854,N6,30,Crowded,-80,5.19,41.50,0.112,0.34956
2855,P3,0,Crowded,-53,11.73,93.88,0.118,0.39782
2856,N6,15,Workshop,-80,5.01,40.06,0.105,0.35724
2857,N6,15,Crowded,-77,4.19,33.53,0.106,0.34926
2858,N3,40,Wall,-95,1.03,8.25,0.106,0.34987
2859,P6,5,Workshop,-34,13.25,105.96,0.123,0.40137
2860,N0,0,Lobby,-35,12.09,96.71,0.111,0.36966
2861,N6,15,Workshop,-80,0.70,5.60,0.113,0.34298
2862,P6,60,Wall,-100,0.70,5.60,0.121,0.41586
2863,N9,0,Workshop,-69,4.80,38.43,0.098,0.35993
2864,P3,30,Workshop,-63,3.35,26.78,0.118,0.39924
2865,N9,10,Wall,-95,0.77,6.19,0.097,0.34046
2866,N9,15,Crowded,-100,1.37,10.93,0.093,0.34339
2867,N0,25,Workshop,-72,4.42,35.39,0.111,0.37190
2868,P3,0,Crowded,-34,11.60,92.79,0.122,0.38464
2869,N12,35,Lobby,-73,6.66,53.29,0.105,0.33934
2870,P3,5,Workshop,-60,9.37,74.93,0.119,0.40824
2871,N12,35,Wall,-100,2.24,17.92,0.106,0.35542
2872,N12,5,Workshop,-87,0.84,6.74,0.100,0.33172
2873,N6,10,Wall,-81,3.00,23.99,0.108,0.33721
2874,N9,20,Lobby,-78,2.93,23.47,0.101,0.33749
2875,P6,50,Wall,-94,2.23,17.86,0.120,0.41542
2876,N9,15,Workshop,-83,2.29,18.28,0.104,0.33700
2877,N3,20,Wall,-100,2.35,18.77,0.107,0.37314
2878,P3,45,Lobby,-89,1.52,12.16,0.123,0.39635
2879,N3,45,Workshop,-74,9.48,75.83,0.105,0.37125
2880,N3,50,Wall,-100,2.44,19.52,0.109,0.37491
2881,P6,60,Lobby,-67,5.44,43.52,0.125,0.40734
2882,N6,35,Workshop,-95,1.97,15.74,0.110,0.34459
2883,N12,10,Wall,-100,2.28,18.25,0.098,0.33689
2884,N0,0,Workshop,-59,6.23,49.81,0.111,0.37291
2885,N3,55,Workshop,-98,0.70,5.60,0.112,0.38196
2886,N3,0,Wall,-52,10.05,80.38,0.111,0.36933
2887,N12,5,Workshop,-67,6.82,54.55,0.104,0.33926
2888,N6,5,Lobby,-48,9.34,74.70,0.104,0.34539
2889,N0,0,Workshop,-46,9.48,75.88,0.114,0.36595
2890,N3,50,Wall,-100,0.85,6.78,0.115,0.37208
2891,N12,0,Workshop,-53,8.39,67.12,0.109,0.35594
2892,N6,10,Lobby,-68,5.96,47.70,0.108,0.35324
2893,N3,25,Wall,-81,3.02,24.14,0.112,0.36843
2894,N12,20,Wall,-92,1.81,14.52,0.100,0.34676
2895,N12,10,Workshop,-86,1.15,9.18,0.104,0.35437
2896,N0,0,Wall,-54,11.30,90.42,0.118,0.37060
2897,N12,35,Crowded,-94,1.19,9.53,0.101,0.34778
2898,N9,40,Lobby,-89,0.70,5.60,0.103,0.32445
2899,P6,15,Lobby,-58,10.83,86.67,0.128,0.41769
2900,N9,20,Lobby,-70,6.67,53.36,0.104,0.32241
2901,N6,5,Crowded,-72,4.55,36.36,0.103,0.34719
2902,N6,15,Wall,-100,1.38,11.05,0.104,0.36076
2903,N9,20,Crowded,-100,0.70,5.60,0.104,0.33559
2904,N9,40,Lobby,-96,1.68,13.42,0.103,0.33401
2905,N6,30,Wall,-97,0.70,5.60,0.106,0.34720
2906,P6,30,Workshop,-60,7.38,59.03,0.122,0.41948
2907,N12,30,Crowded,-93,0.77,6.17,0.103,0.34188
2908,N6,40,Workshop,-78,4.29,34.28,0.105,0.33338
2909,N3,45,Lobby,-83,1.63,13.08,0.112,0.38311
2910,P6,30,Wall,-100,1.13,9.00,0.126,0.41429
2911,P6,10,Lobby,-63,9.62,76.98,0.128,0.40510
2912,N0,45,Lobby,-93,1.68,13.44,0.114,0.36873
2913,N12,30,Lobby,-87,1.72,13.74,0.105,0.34339
2914,N6,40,Workshop,-89,1.95,15.61,0.107,0.33904
2915,N6,45,Workshop,-69,3.54,28.35,0.104,0.34415
2916,N3,0,Lobby,-34,11.53,92.24,0.112,0.37497
2917,N0,40,Wall,-100,1.21,9.66,0.112,0.38660
2918,N0,5,Workshop,-49,11.92,95.40,0.113,0.36748
2919,N6,45,Wall,-100,1.70,13.63,0.107,0.35031
2920,N9,20,Lobby,-81,1.77,14.17,0.103,0.33878
2921,N3,5,Lobby,-65,8.35,66.82,0.107,0.36586
2922,P6,5,Wall,-60,7.13,57.03,0.124,0.41854
2923,N9,35,Lobby,-84,1.24,9.93,0.104,0.32571
2924,N12,45,Workshop,-100,1.86,14.85,0.101,0.34397
2925,N3,5,Lobby,-63,7.07,56.54,0.107,0.37448
2926,P3,50,Lobby,-79,2.35,18.77,0.126,0.38823
2927,P3,55,Wall,-91,1.64,13.14,0.119,0.39268
2928,N9,10,Lobby,-82,3.03,24.26,0.106,0.31718
2929,N3,30,Wall,-100,1.48,11.82,0.108,0.36239
2930,N12,35,Wall,-100,2.29,18.35,0.106,0.34480
2931,P3,10,Crowded,-74,1.62,12.98,0.121,0.40466
2932,N9,40,Workshop,-94,2.49,19.91,0.099,0.34326
2933,N12,45,Workshop,-100,0.70,5.60,0.099,0.33638
2934,N0,50,Lobby,-59,4.93,39.43,0.116,0.36906
2935,N12,35,Lobby,-100,1.25,9.97,0.100,0.35897
2936,N6,55,Wall,-100,0.70,5.60,0.106,0.34346
2937,N6,10,Lobby,-69,1.77,14.14,0.105,0.35830
2938,N9,40,Lobby,-100,1.80,14.40,0.100,0.33509
2939,P6,25,Workshop,-63,9.30,74.44,0.124,0.40251
2940,N9,20,Lobby,-79,3.57,28.56,0.098,0.32806
2941,N12,30,Crowded,-100,1.39,11.16,0.102,0.33982
2942,N9,50,Lobby,-85,2.78,22.27,0.097,0.32540
2943,N12,35,Wall,-100,2.13,17.02,0.106,0.33375
2944,N6,10,Crowded,-84,2.71,21.69,0.102,0.35449
2945,P6,35,Crowded,-73,7.39,59.13,0.121,0.41941
2946,N6,50,Wall,-100,0.70,5.60,0.103,0.35658
2947,P3,55,Workshop,-96,1.60,12.83,0.122,0.40702
2948,N9,15,Wall,-98,1.45,11.62,0.105,0.33880
2949,N6,55,Lobby,-89,1.56,12.49,0.104,0.34660
2950,N6,5,Lobby,-66,3.78,30.20,0.110,0.34056
2951,P3,35,Lobby,-82,4.13,33.07,0.125,0.38841
2952,N3,20,Lobby,-59,9.66,77.28,0.107,0.36587
2953,N9,60,Lobby,-83,2.91,23.31,0.098,0.33656
2954,P3,35,Wall,-99,1.75,14.02,0.120,0.40545
2955,P6,0,Crowded,-57,7.50,60.01,0.128,0.41386
2956,N0,20,Lobby,-72,9.32,74.57,0.118,0.36200
2957,N6,40,Crowded,-97,0.78,6.21,0.110,0.35802
2958,N12,25,Wall,-100,1.23,9.87,0.108,0.33618
2959,N9,15,Workshop,-62,6.63,53.03,0.097,0.33141
2960,N12,40,Wall,-100,1.97,15.73,0.100,0.33524
2961,P3,10,Wall,-97,1.30,10.42,0.123,0.39793
2962,N3,0,Wall,-44,9.51,76.09,0.111,0.36502
2963,N6,35,Wall,-100,1.34,10.71,0.106,0.35743
2964,P6,50,Workshop,-80,1.60,12.82,0.126,0.40278
2965,P3,55,Lobby,-82,2.98,23.81,0.123,0.41222
2966,N3,45,Crowded,-81,1.76,14.06,0.106,0.36688
2967,N3,0,Lobby,-42,10.91,87.31,0.108,0.36206
2968,N0,40,Wall,-100,0.70,5.60,0.111,0.39036
2969,N12,20,Lobby,-86,1.27,10.14,0.104,0.33263
2970,N3,50,Lobby,-93,1.29,10.28,0.116,0.37331
2971,N6,20,Workshop,-71,5.17,41.40,0.112,0.34740
2972,P6,5,Workshop,-57,8.25,66.00,0.124,0.42011
2973,N9,45,Crowded,-100,0.70,5.60,0.103,0.32516
2974,P3,55,Wall,-100,1.03,8.24,0.112,0.40301
2975,P6,50,Wall,-89,1.27,10.17,0.126,0.41661
2976,N12,25,Wall,-100,2.45,19.60,0.105,0.33704
2977,N6,5,Lobby,-51,9.77,78.17,0.106,0.34612
2978,N9,10,Workshop,-66,4.49,35.92,0.101,0.33916
2979,N6,0,Lobby,-42,10.53,84.20,0.105,0.34068
2980,N3,30,Crowded,-96,1.61,12.91,0.106,0.35809
2981,N6,15,Crowded,-88,1.06,8.48,0.108,0.32836
2982,N9,40,Wall,-98,0.70,5.60,0.098,0.34658
2983,N9,20,Workshop,-76,2.60,20.79,0.106,0.34049
2984,N12,10,Lobby,-62,9.11,72.92,0.102,0.34127
2985,N12,10,Lobby,-65,10.63,85.07,0.102,0.35599
2986,P3,10,Lobby,-76,2.68,21.48,0.120,0.41332
2987,N9,5,Wall,-54,7.29,58.32,0.100,0.33875
2988,N3,20,Crowded,-83,1.84,14.70,0.108,0.36480
2989,P3,10,Wall,-80,3.27,26.15,0.119,0.40289
2990,P6,20,Workshop,-85,0.70,5.60,0.130,0.41279
2991,N12,15,Lobby,-78,2.99,23.92,0.101,0.34238
2992,P3,35,Lobby,-70,5.03,40.26,0.121,0.40389
2993,N0,0,Wall,-39,12.32,98.52,0.108,0.38312
2994,N6,25,Workshop,-81,0.70,5.60,0.102,0.33771
2995,N0,50,Lobby,-74,7.62,60.95,0.110,0.37731
2996,N0,20,Wall,-98,1.29,10.33,0.108,0.36573
2997,P3,10,Workshop,-77,0.70,5.60,0.124,0.37397
2998,P6,40,Lobby,-79,2.84,22.72,0.127,0.40659
2999,N3,25,Crowded,-87,0.70,5.60,0.110,0.37258
3000,N12,0,Lobby,-61,9.61,76.92,0.109,0.35085
3001,N9,50,Workshop,-91,0.83,6.63,0.102,0.32987
3002,N3,20,Lobby,-66,3.57,28.53,0.111,0.36426
3003,N0,30,Crowded,-90,1.88,15.02,0.114,0.38500
3004,N9,25,Crowded,-77,3.83,30.68,0.103,0.33566
3005,N6,45,Lobby,-100,2.15,17.21,0.103,0.35394
3006,N6,0,Lobby,-41,13.23,105.86,0.109,0.34624
3007,N3,20,Lobby,-56,7.61,60.86,0.107,0.38444
3008,P6,10,Workshop,-50,10.53,84.21,0.126,0.41081
3009,N3,45,Lobby,-89,1.89,15.09,0.106,0.35434
3010,N6,30,Crowded,-90,0.70,5.60,0.101,0.35823
3011,N6,15,Lobby,-70,4.02,32.14,0.107,0.34685
3012,P3,45,Crowded,-100,0.90,7.19,0.119,0.40550
3013,N6,45,Lobby,-85,1.35,10.79,0.104,0.35316
3014,N6,0,Wall,-59,7.95,63.62,0.106,0.34491
3015,N0,5,Crowded,-66,12.39,99.09,0.113,0.38289
3016,N0,10,Workshop,-60,8.49,67.95,0.114,0.36639
3017,N12,45,Lobby,-88,0.88,7.06,0.107,0.33923
3018,N3,30,Workshop,-77,3.62,28.93,0.110,0.36919
3019,N12,35,Crowded,-100,0.70,5.60,0.102,0.34657
3020,N9,15,Lobby,-70,5.66,45.25,0.097,0.34122
3021,N3,35,Workshop,-80,0.71,5.69,0.108,0.36906
3022,N9,35,Wall,-100,1.19,9.50,0.097,0.33295
3023,P3,35,Lobby,-85,2.91,23.32,0.119,0.39524
3024,N6,5,Crowded,-69,4.50,36.00,0.103,0.35308
3025,P3,55,Wall,-100,1.31,10.46,0.123,0.40396
3026,N3,45,Wall,-100,0.96,7.71,0.114,0.37244
3027,N3,45,Wall,-100,0.70,5.60,0.109,0.37683
3028,N0,5,Wall,-52,8.60,68.81,0.113,0.38052
3029,N3,40,Workshop,-89,1.71,13.66,0.107,0.36254
3030,P3,10,Workshop,-67,4.45,35.62,0.117,0.39553
3031,N3,20,Lobby,-81,3.25,25.99,0.111,0.35134
3032,N6,25,Lobby,-65,6.79,54.31,0.101,0.36114
3033,N3,20,Wall,-91,0.70,5.60,0.115,0.36847
3034,P3,15,Lobby,-54,7.69,61.49,0.118,0.38447
3035,N6,55,Workshop,-86,0.90,7.19,0.107,0.33454
3036,P6,60,Workshop,-76,1.18,9.46,0.129,0.42724
3037,N6,35,Wall,-100,0.82,6.52,0.102,0.33274
3038,N9,10,Wall,-94,0.70,5.60,0.101,0.34186
3039,N9,5,Crowded,-68,3.94,31.49,0.099,0.32361
3040,P6,15,Lobby,-60,8.26,66.07,0.129,0.41899
3041,N12,50,Lobby,-94,0.70,5.60,0.098,0.34535
3042,N12,50,Wall,-100,0.70,5.60,0.102,0.34307
3043,N3,55,Crowded,-100,1.42,11.38,0.107,0.37242
3044,P6,60,Lobby,-82,0.70,5.60,0.124,0.41374
3045,P6,15,Lobby,-61,9.38,75.04,0.125,0.41257
3046,N0,40,Workshop,-69,7.62,60.98,0.113,0.37491
3047,P3,0,Wall,-45,9.07,72.52,0.117,0.39512
3048,N9,0,Wall,-66,7.21,57.67,0.097,0.34329
3049,N12,20,Lobby,-93,1.70,13.61,0.103,0.33278
3050,N3,0,Lobby,-51,8.33,66.66,0.107,0.37394
3051,N3,10,Lobby,-55,8.53,68.22,0.108,0.36857
3052,N12,20,Crowded,-98,1.29,10.34,0.100,0.32566
3053,P3,30,Lobby,-68,9.23,73.82,0.121,0.41055
3054,N12,15,Lobby,-74,6.30,50.37,0.102,0.34343
3055,N3,40,Workshop,-89,0.70,5.60,0.115,0.38000
3056,N6,15,Lobby,-86,0.70,5.60,0.108,0.34866
3057,N3,30,Workshop,-73,4.82,38.56,0.112,0.36339
3058,N6,30,Workshop,-89,1.67,13.38,0.097,0.35633
3059,P3,5,Workshop,-36,12.81,102.45,0.120,0.39808
3060,P6,15,Lobby,-65,11.74,93.96,0.125,0.40298
3061,N12,25,Lobby,-73,7.86,62.87,0.103,0.34679
3062,N6,20,Workshop,-60,10.96,87.67,0.104,0.34060
3063,N12,40,Lobby,-79,7.10,56.81,0.097,0.35673
3064,N6,30,Crowded,-97,1.76,14.09,0.108,0.34604
3065,N6,15,Lobby,-66,2.63,21.01,0.103,0.35464
3066,N9,10,Lobby,-76,1.86,14.87,0.098,0.33460
3067,P3,20,Lobby,-59,10.01,80.06,0.122,0.40203
3068,N6,45,Lobby,-92,3.05,24.44,0.108,0.35322
3069,N0,30,Lobby,-71,5.33,42.65,0.112,0.38271
3070,N6,60,Crowded,-100,1.49,11.92,0.103,0.33446
3071,N6,50,Crowded,-100,1.41,11.29,0.107,0.34555
3072,N9,55,Workshop,-100,0.79,6.36,0.098,0.33456
3073,N0,10,Lobby,-67,3.71,29.65,0.115,0.36451
3074,P3,35,Workshop,-63,6.03,48.25,0.123,0.39825
3075,N6,10,Wall,-83,2.45,19.62,0.109,0.35672
3076,N12,45,Lobby,-100,1.20,9.63,0.105,0.35293
3077,N12,0,Wall,-68,8.96,71.65,0.106,0.34429
3078,P6,35,Lobby,-56,11.76,94.11,0.120,0.40171
3079,N12,45,Lobby,-80,2.19,17.48,0.106,0.33801
3080,N6,50,Workshop,-100,0.70,5.60,0.105,0.33756
3081,N6,5,Wall,-61,6.62,52.96,0.100,0.35459
3082,N3,50,Lobby,-89,1.33,10.63,0.112,0.36513
3083,N12,5,Lobby,-52,8.74,69.95,0.107,0.33167
3084,P3,60,Wall,-100,0.70,5.60,0.124,0.41096
3085,P6,30,Lobby,-71,6.35,50.78,0.126,0.41841
3086,N3,25,Crowded,-98,1.34,10.75,0.112,0.36501
3087,N3,30,Crowded,-100,1.75,14.02,0.118,0.36010
3088,P6,35,Lobby,-61,7.82,62.53,0.122,0.40757
3089,N0,20,Crowded,-88,1.19,9.52,0.108,0.37129
3090,P3,0,Crowded,-57,10.42,83.35,0.125,0.39571
3091,P3,60,Wall,-100,2.12,16.95,0.127,0.39984
3092,N6,5,Crowded,-79,3.49,27.88,0.103,0.33456
3093,N0,40,Crowded,-93,1.37,10.97,0.108,0.39691
3094,N3,45,Lobby,-86,2.05,16.42,0.107,0.36749
3095,N12,45,Lobby,-92,1.87,14.99,0.100,0.33986
3096,N6,30,Lobby,-88,1.88,15.06,0.104,0.34724
3097,N9,25,Workshop,-81,1.06,8.44,0.103,0.33217
3098,N0,40,Wall,-100,0.70,5.60,0.116,0.36492
3099,N3,0,Wall,-61,3.51,28.11,0.105,0.36995
3100,N3,40,Crowded,-95,1.46,11.67,0.110,0.37234
3101,P6,25,Workshop,-60,7.66,61.28,0.121,0.41035
3102,N3,10,Wall,-90,1.08,8.67,0.110,0.37396
3103,N12,5,Workshop,-70,3.12,24.98,0.106,0.34388
3104,N0,15,Lobby,-78,3.06,24.48,0.112,0.38136
3105,N6,35,Workshop,-91,0.70,5.60,0.103,0.34770
3106,N3,25,Lobby,-84,0.70,5.60,0.113,0.38104
3107,N6,25,Wall,-100,1.46,11.70,0.104,0.33170
3108,N12,30,Workshop,-81,1.19,9.50,0.102,0.33354
3109,N6,15,Lobby,-81,3.32,26.53,0.109,0.34556
3110,P6,50,Workshop,-76,3.29,26.30,0.125,0.41239
3111,N6,0,Wall,-69,0.70,5.60,0.107,0.35482
3112,P6,50,Wall,-100,0.70,5.60,0.124,0.40997
3113,N9,5,Crowded,-69,3.73,29.82,0.102,0.33085
3114,N9,5,Workshop,-74,7.45,59.58,0.094,0.33754
3115,N6,30,Wall,-100,0.70,5.60,0.098,0.35188
3116,N9,20,Lobby,-80,3.30,26.40,0.104,0.33134
3117,P3,10,Workshop,-79,3.42,27.33,0.122,0.38904
3118,N0,35,Crowded,-91,0.70,5.60,0.115,0.37052
3119,P6,25,Lobby,-77,1.43,11.46,0.124,0.41166
3120,N9,55,Lobby,-97,2.44,19.48,0.103,0.33050
3121,P3,35,Wall,-100,1.20,9.61,0.119,0.39480
3122,N12,15,Lobby,-86,0.75,5.97,0.107,0.34914
3123,N12,40,Lobby,-90,1.41,11.29,0.101,0.33518
3124,N0,30,Crowded,-91,1.04,8.31,0.108,0.37618
